"index";"from";"to"
3900;"Minas Gerais";"milho"
3901;"Minas Gerais";"população"
3902;"Minas Gerais";"cerrado"
3903;"Minas Gerais";"sorgo"
3904;"Minas Gerais";"ovo"
3905;"Minas Gerais";"leite"
3906;"Minas Gerais";"madeira"
3907;"Minas Gerais";"literatura"
3908;"Minas Gerais";"queijo"
3909;"Minas Gerais";"vivo"
3910;"silos aéreos";"silo"
3911;"Cynodon dactylon";"nutriente"
3912;"Cynodon dactylon";"cana"
3913;"Cynodon dactylon";"impacto"
3914;"Cynodon dactylon";"pasto"
3915;"Cynodon dactylon";"solo"
3916;"Cynodon dactylon";"espécie"
3917;"Cynodon dactylon";"cynodon"
3918;"quarto mamário";"genética"
3919;"permite";"contagem"
3920;"permite";"açúcar"
3921;"permite";"serviço"
3922;"permite";"região"
3923;"permite";"brasil"
3924;"permite";"mestiço"
3925;"permite";"agricultura"
3926;"permite";"clima temperado"
3927;"permite";"energia"
3928;"permite";"carne"
3929;"permite";"média"
3930;"permite";"paí"
3931;"permite";"população"
3932;"permite";"cerrado"
3933;"permite";"madeira"
3934;"permite";"cultura"
3935;"febre maculosa";"diarreia"
3936;"febre maculosa";"aborto"
3937;"febre maculosa";"brasil"
3938;"febre maculosa";"bactéria"
3939;"febre maculosa";"febre"
3940;"febre maculosa";"carrapato"
3941;"fosfato bicálcico";"ureia"
3942;"fosfato bicálcico";"química"
3943;"fosfato bicálcico";"irrigação"
3944;"fosfato bicálcico";"leguminosa"
3945;"fosfato bicálcico";"magnésio"
3946;"fosfato bicálcico";"bactéria"
3947;"fosfato bicálcico";"fertilidade"
3948;"fosfato bicálcico";"fósforo"
3949;"fosfato bicálcico";"fosfato"
3950;"fosfato bicálcico";"óleo"
3951;"fosfato bicálcico";"microrganismo"
3952;"fosfato bicálcico";"solo"
3953;"fosfato bicálcico";"base"
3954;"fosfato bicálcico";"cultura"
3955;"fosfato bicálcico";"semente"
3956;"fosfato bicálcico";"esterco"
3957;"fosfato bicálcico";"água"
3958;"fosfato bicálcico";"açúcar"
3959;"fosfato bicálcico";"acidez"
3960;"fosfato bicálcico";"cobalto"
3961;"fosfato bicálcico";"nitrogênio"
3962;"fosfato bicálcico";"fazenda"
3963;"fosfato bicálcico";"agricultura"
3964;"fosfato bicálcico";"cálcio"
3965;"Panicum maximum";"espécie"
3966;"Panicum maximum";"gramínea"
3967;"Panicum maximum";"panicum"
3968;"Embrapa Gado";"leite"
3969;"Cynodon nlemfuensis";"espécie"
3970;"seres humanos";"consumo"
3971;"seres humanos";"placenta"
3972;"seres humanos";"radiação solar"
3973;"seres humanos";"fêmea"
3974;"seres humanos";"paí"
3975;"seres humanos";"gado"
3976;"seres humanos";"irrigação"
3977;"seres humanos";"célula"
3978;"seres humanos";"doença"
3979;"seres humanos";"macho"
3980;"seres humanos";"espécie"
3981;"seres humanos";"genoma"
3982;"seres humanos";"reprodução"
3983;"seres humanos";"libido"
3984;"seres humanos";"alimento"
3985;"seres humanos";"gordura"
3986;"seres humanos";"gestação"
3987;"seres humanos";"mãe"
3988;"seres humanos";"serviço"
3989;"seres humanos";"útero"
3990;"seres humanos";"parto"
3991;"seres humanos";"europeu"
3992;"seres humanos";"literatura"
3993;"seres humanos";"tristeza"
3994;"seres humanos";"genética"
3995;"seres humanos";"cultura"
3996;"seres humanos";"água"
3997;"seres humanos";"transporte"
3998;"seres humanos";"mercado"
3999;"seres humanos";"animal"
4000;"seres humanos";"kg"
4001;"seres humanos";"dna"
4002;"seres humanos";"inseto"
4003;"seres humanos";"mão"
4004;"seres humanos";"produção"
4005;"seres humanos";"vida"
4006;"seres humanos";"nitrogênio"
4007;"seres humanos";"sexo"
4008;"seres humanos";"peso"
4009;"seres humanos";"agricultura"
4010;"seres humanos";"população"
4011;"seres humanos";"gene"
4012;"seres humanos";"dieta"
4013;"clima temperado";"brasil"
4014;"clima temperado";"inverno"
4015;"desmama precoce";"brasil"
4016;"Estados Unidos";"arquitetura"
4017;"Estados Unidos";"aborto"
4018;"Estados Unidos";"fosfato"
4019;"Estados Unidos";"brasil"
4020;"Estados Unidos";"agricultura"
4021;"Estados Unidos";"milho"
4022;"Estados Unidos";"população"
4023;"Estados Unidos";"produtividade"
4024;"Estados Unidos";"inseto"
4025;"Estados Unidos";"leite"
4026;"Estados Unidos";"espécie"
4027;"Estados Unidos";"sal"
4028;"Estados Unidos";"europeu"
4029;"prejuízos econômicos";"custo"
4030;"glândula mamária";"glândula"
4031;"glândula mamária";"espécie"
4032;"glândula mamária";"microrganismo"
4033;"glândula mamária";"cavalo"
4034;"glândula mamária";"bactéria"
4035;"glândula mamária";"leite"
4036;"glândula mamária";"hormônio"
4037;"glândula mamária";"ovo"
4038;"glândula mamária";"proteína"
4039;"significa";"pesquisa"
4040;"significa";"contagem"
4041;"significa";"indústria"
4042;"significa";"vacina"
4043;"significa";"arquitetura"
4044;"significa";"temperatura"
4045;"significa";"serviço"
4046;"significa";"legislação"
4047;"significa";"solo"
4048;"significa";"literatura"
4049;"significa";"cultura"
4050;"significa";"água"
4051;"significa";"inverno"
4052;"significa";"umidade relativa"
4053;"significa";"transporte"
4054;"significa";"banco"
4055;"significa";"mercado"
4056;"significa";"produção"
4057;"significa";"brasil"
4058;"significa";"população"
4059;"significa";"lotação"
4060;"origem europeia";"brasil"
4061;"origem europeia";"mestiço"
4062;"energético negativo";"energia"
4063;"deficiências nutricionais";"nutriente"
4064;"deficiências nutricionais";"agricultura"
4065;"deficiências nutricionais";"antibiótico"
4066;"deficiências nutricionais";"dieta"
4067;"deficiências nutricionais";"vitamina"
4068;"deficiências nutricionais";"proteína"
4069;"células somáticas";"célula"
4070;"células somáticas";"reprodução"
4071;"médico veterinário";"rúman"
4072;"médico veterinário";"arquitetura"
4073;"médico veterinário";"alimento"
4074;"médico veterinário";"química"
4075;"médico veterinário";"bovino"
4076;"médico veterinário";"brasil"
4077;"médico veterinário";"gado"
4078;"médico veterinário";"controle"
4079;"médico veterinário";"carne"
4080;"médico veterinário";"doença"
4081;"médico veterinário";"tratamento"
4082;"médico veterinário";"higiene"
4083;"médico veterinário";"leite"
4084;"médico veterinário";"ovo"
4085;"médico veterinário";"médico"
4086;"médico veterinário";"inseminação artificial"
4087;"médico veterinário";"prevenção"
4088;"médico veterinário";"rebanho"
4089;"médico veterinário";"genética"
4090;"médico veterinário";"cultura"
4091;"estresse calórico";"vitamina"
4092;"cuidado especial";"corpo"
4093;"cuidado especial";"macho"
4094;"cuidado especial";"raça"
4095;"cuidado especial";"fêmea"
4096;"segunda semana";"brasil"
4097;"segunda semana";"manhã"
4098;"infecções uterinas";"médico"
4099;"infecções uterinas";"infecção"
4100;"infecções uterinas";"aborto"
4101;"infecções uterinas";"útero"
4102;"partículas pequenas";"matéria"
4103;"partículas pequenas";"partícula"
4104;"partículas pequenas";"energia"
4105;"baixas temperaturas";"temperatura"
4106;"baixas temperaturas";"energia"
4107;"baixas temperaturas";"calor"
4108;"Guzerá dupla";"raça"
4109;"Guzerá dupla";"bovino"
4110;"Guzerá dupla";"brasil"
4111;"Guzerá dupla";"zebu"
4112;"Guzerá dupla";"leite"
4113;"ressemeadura natural";"brasil"
4114;"ressemeadura natural";"milho"
4115;"ressemeadura natural";"agricultura"
4116;"ressemeadura natural";"calagem"
4117;"ressemeadura natural";"processo"
4118;"ressemeadura natural";"pasto"
4119;"ressemeadura natural";"sorgo"
4120;"ressemeadura natural";"solo"
4121;"ressemeadura natural";"pastagem"
4122;"ressemeadura natural";"matéria seca"
4123;"ressemeadura natural";"rebanho"
4124;"ressemeadura natural";"semente"
4125;"bactérias Gram-negativas";"antibiótico"
4126;"bactérias Gram-negativas";"bactéria"
4127;"novas infecções";"brasil"
4128;"novas infecções";"microrganismo"
4129;"novas infecções";"inflamação"
4130;"novas infecções";"doença"
4131;"novas infecções";"bactéria"
4132;"novas infecções";"antibiótico"
4133;"novas infecções";"organismo"
4134;"nutrientes extraídas";"infecção"
4135;"nutrientes extraídas";"célula"
4136;"nutrientes extraídas";"inseto"
4137;"nutrientes extraídas";"hormônio"
4138;"nutrientes extraídas";"sistema imunológico"
4139;"nutrientes extraídas";"sangue"
4140;"microrganismos patogênicos";"açúcar"
4141;"microrganismos patogênicos";"nutriente"
4142;"microrganismos patogênicos";"bovino"
4143;"microrganismos patogênicos";"parasita"
4144;"microrganismos patogênicos";"energia"
4145;"microrganismos patogênicos";"leguminosa"
4146;"microrganismos patogênicos";"fermentação"
4147;"microrganismos patogênicos";"dna"
4148;"microrganismos patogênicos";"lactose"
4149;"microrganismos patogênicos";"bactéria"
4150;"microrganismos patogênicos";"leite"
4151;"microrganismos patogênicos";"matéria"
4152;"microrganismos patogênicos";"solo"
4153;"microrganismos patogênicos";"vida"
4154;"microrganismos patogênicos";"queijo"
4155;"microrganismos patogênicos";"reprodução"
4156;"microrganismos patogênicos";"genética"
4157;"microrganismos patogênicos";"organismo"
4158;"variabilidade genética";"população"
4159;"variabilidade genética";"gene"
4160;"variabilidade genética";"espécie"
4161;"áreas encharcadas";"placenta"
4162;"áreas encharcadas";"embriõe"
4163;"áreas encharcadas";"fosfato"
4164;"áreas encharcadas";"sal"
4165;"áreas encharcadas";"microrganismo"
4166;"áreas encharcadas";"ph"
4167;"áreas encharcadas";"kg"
4168;"áreas encharcadas";"gene"
4169;"áreas encharcadas";"solo"
4170;"áreas encharcadas";"ha"
4171;"áreas encharcadas";"água"
4172;"contaminação microbiana";"bactéria"
4173;"áreas declivosas";"calcário"
4174;"tomar chuva";"líquido"
4175;"tomar chuva";"seca"
4176;"tomar chuva";"inverno"
4177;"tomar chuva";"sólido"
4178;"tomar chuva";"árvore"
4179;"tomar chuva";"óleo"
4180;"tomar chuva";"brasil"
4181;"tomar chuva";"agricultura"
4182;"tomar chuva";"planta"
4183;"tomar chuva";"volume"
4184;"tomar chuva";"bactéria"
4185;"tomar chuva";"solo"
4186;"tomar chuva";"cultura"
4187;"tomar chuva";"superfície"
4188;"tomar chuva";"água"
4189;"clima quente";"brasil"
4190;"clima quente";"inverno"
4191;"assistência técnica";"brasil"
4192;"transmitir agentes";"brasil"
4193;"população microbiana";"líquido"
4194;"população microbiana";"fez"
4195;"população microbiana";"fósforo"
4196;"população microbiana";"açúcar"
4197;"população microbiana";"ureia"
4198;"população microbiana";"sólido"
4199;"população microbiana";"ph"
4200;"população microbiana";"energia"
4201;"população microbiana";"carne"
4202;"população microbiana";"vitamina"
4203;"população microbiana";"bactéria"
4204;"população microbiana";"ovo"
4205;"população microbiana";"vagina"
4206;"população microbiana";"nitrogênio"
4207;"Brachiaria brizantha";"bactéria"
4208;"Brachiaria brizantha";"gramínea"
4209;"cuidados sanitários";"fez"
4210;"cuidados sanitários";"higiene"
4211;"cuidados sanitários";"química"
4212;"cuidados sanitários";"água"
4213;"Brachiaria decumbens";"bactéria"
4214;"Brachiaria decumbens";"gramínea"
4215;"Brachiaria humidicola";"bactéria"
4216;"Brachiaria humidicola";"gramínea"
4217;"vida útil";"alimento"
4218;"vida útil";"durabilidade"
4219;"sangue europeu";"comportamento"
4220;"sangue europeu";"sangue"
4221;"sangue europeu";"sintoma"
4222;"sangue europeu";"febre"
4223;"produtos lácteos";"animai"
4224;"produtos lácteos";"infecção"
4225;"produtos lácteos";"química"
4226;"produtos lácteos";"cavalo"
4227;"produtos lácteos";"magnésio"
4228;"produtos lácteos";"fermentação"
4229;"produtos lácteos";"lactose"
4230;"produtos lácteos";"bactéria"
4231;"produtos lácteos";"intestino delgado"
4232;"produtos lácteos";"ovo"
4233;"produtos lácteos";"proteína"
4234;"produtos lácteos";"fósforo"
4235;"produtos lácteos";"alimento"
4236;"produtos lácteos";"temperatura"
4237;"produtos lácteos";"fosfato"
4238;"produtos lácteos";"sódio"
4239;"produtos lácteos";"úbere"
4240;"produtos lácteos";"imunoglobulina"
4241;"produtos lácteos";"pasteurização"
4242;"produtos lácteos";"água"
4243;"produtos lácteos";"açúcar"
4244;"produtos lácteos";"carne"
4245;"produtos lácteos";"manteiga"
4246;"produtos lácteos";"vitamina"
4247;"produtos lácteos";"leite"
4248;"produtos lácteos";"sabor"
4249;"produtos lácteos";"queijo"
4250;"produtos lácteos";"vaca"
4251;"produtos lácteos";"nitrogênio"
4252;"produtos lácteos";"homogeneização"
4253;"produtos lácteos";"diarreia"
4254;"produtos lácteos";"rebanho"
4255;"produtos lácteos";"cálcio"
4256;"produtos lácteos";"ordenha"
4257;"produtos lácteos";"antibiótico"
4258;"produtos lácteos";"dieta"
4259;"Brachiaria ruziziensis";"brachiaria"
4260;"Brachiaria ruziziensis";"brasil"
4261;"inseminação artificial";"placenta"
4262;"inseminação artificial";"sêman"
4263;"inseminação artificial";"clínica"
4264;"inseminação artificial";"útero"
4265;"inseminação artificial";"parto"
4266;"inseminação artificial";"espermatozoide"
4267;"desempenho reprodutivo";"animai"
4268;"desempenho reprodutivo";"elefante"
4269;"desempenho reprodutivo";"fêmea"
4270;"desempenho reprodutivo";"cavalo"
4271;"desempenho reprodutivo";"agricultura"
4272;"desempenho reprodutivo";"planta"
4273;"desempenho reprodutivo";"folha"
4274;"desempenho reprodutivo";"clonagem"
4275;"desempenho reprodutivo";"gene"
4276;"desempenho reprodutivo";"melhoramento genético"
4277;"desempenho reprodutivo";"espécie"
4278;"desempenho reprodutivo";"vaca"
4279;"desempenho reprodutivo";"genoma"
4280;"desempenho reprodutivo";"genética"
4281;"desempenho reprodutivo";"semente"
4282;"altas produções";"brasil"
4283;"altas produções";"alimento"
4284;"altas produções";"temperatura"
4285;"altas produções";"medicamento"
4286;"provocar intoxicação";"medicamento"
4287;"provocar intoxicação";"inflamação"
4288;"provocar intoxicação";"dor"
4289;"provocar intoxicação";"hormônio"
4290;"provocar intoxicação";"antibiótico"
4291;"provocar intoxicação";"febre"
4292;"crescimento rasteiro";"brasil"
4293;"crescimento rasteiro";"genética"
4294;"cultivar Centenário";"brasil"
4295;"cultivar Centenário";"agricultura"
4296;"cultivar Centenário";"cerrado"
4297;"cultivar Centenário";"mestiço"
4298;"azevém anual";"brasil"
4299;"azevém anual";"estrela"
4300;"azevém anual";"concreto"
4301;"azevém anual";"transporte"
4302;"sistemas intensivos";"irrigação"
4303;"sistemas intensivos";"agricultura"
4304;"sistemas intensivos";"fazenda"
4305;"sistemas intensivos";"solo"
4306;"potencial forrageiro";"animai"
4307;"potencial forrageiro";"árvore"
4308;"potencial forrageiro";"espécie"
4309;"potencial forrageiro";"proteína"
4310;"potencial forrageiro";"mineral"
4311;"potencial forrageiro";"fez"
4312;"potencial forrageiro";"alimento"
4313;"potencial forrageiro";"temperatura"
4314;"potencial forrageiro";"alimentação"
4315;"potencial forrageiro";"solo"
4316;"potencial forrageiro";"semente"
4317;"potencial forrageiro";"água"
4318;"potencial forrageiro";"bovino"
4319;"potencial forrageiro";"planta"
4320;"potencial forrageiro";"madeira"
4321;"potencial forrageiro";"copa"
4322;"potencial forrageiro";"seca"
4323;"potencial forrageiro";"forrageira"
4324;"potencial forrageiro";"brasil"
4325;"potencial forrageiro";"energia"
4326;"potencial forrageiro";"folha"
4327;"área cultivada";"milho"
4328;"área cultivada";"forragem"
4329;"Brasil Central";"brasil"
4330;"Brasil Central";"banco"
4331;"composto orgânico";"fósforo"
4332;"composto orgânico";"químico"
4333;"composto orgânico";"ureia"
4334;"composto orgânico";"química"
4335;"composto orgânico";"vida"
4336;"composto orgânico";"nitrogênio"
4337;"resíduos orgânicos";"fez"
4338;"resíduos orgânicos";"óleo"
4339;"resíduos orgânicos";"adubo"
4340;"resíduos orgânicos";"máquina"
4341;"resíduos orgânicos";"brasil"
4342;"resíduos orgânicos";"organismo"
4343;"resíduos orgânicos";"agricultura"
4344;"resíduos orgânicos";"ph"
4345;"resíduos orgânicos";"doença"
4346;"resíduos orgânicos";"compostagem"
4347;"resíduos orgânicos";"nitrogênio"
4348;"cultivar Basilisk";"arquitetura"
4349;"cultivar Basilisk";"fazenda"
4350;"cultivar Basilisk";"gordura"
4351;"cultivar Basilisk";"acasalamento"
4352;"cultivar Basilisk";"arbusto"
4353;"cultivar Basilisk";"inverno"
4354;"cultivar Basilisk";"brasil"
4355;"cultivar Basilisk";"agricultura"
4356;"cultivar Basilisk";"clima temperado"
4357;"cultivar Basilisk";"pastagem"
4358;"cultivar Basilisk";"água"
4359;"atividade leiteira";"animai"
4360;"atividade leiteira";"úbere"
4361;"atividade leiteira";"mastite"
4362;"atividade leiteira";"leite"
4363;"atividade leiteira";"água"
4364;"planta tóxica";"intoxicação"
4365;"planta tóxica";"aborto"
4366;"plantas tóxicas";"intoxicação"
4367;"plantas tóxicas";"aborto"
4368;"raças europeias";"sintoma"
4369;"raças europeias";"brasil"
4370;"raças europeias";"cavalo"
4371;"raças europeias";"zebu"
4372;"raças europeias";"mestiço"
4373;"raças europeias";"população"
4374;"raças europeias";"gene"
4375;"raças europeias";"macho"
4376;"raças europeias";"espécie"
4377;"raças europeias";"gir"
4378;"raças europeias";"genética"
4379;"raças europeias";"cultura"
4380;"melhoramento genético";"animai"
4381;"melhoramento genético";"fêmea"
4382;"melhoramento genético";"planta"
4383;"melhoramento genético";"célula"
4384;"melhoramento genético";"espermatozoide"
4385;"melhoramento genético";"gene"
4386;"melhoramento genético";"variabilidade genética"
4387;"melhoramento genético";"leite"
4388;"melhoramento genético";"genética"
4389;"melhoramento genético";"semente"
4390;"estresse térmico";"célula"
4391;"estresse térmico";"bactéria"
4392;"estresse térmico";"proteína"
4393;"sistemas agrossilvipastoris";"inflorescência"
4394;"sistemas agrossilvipastoris";"proteína"
4395;"sistemas agrossilvipastoris";"espécie"
4396;"espaçamento recomendado";"temperatura"
4397;"espaçamento recomendado";"radiação solar"
4398;"espaçamento recomendado";"óleo"
4399;"espaçamento recomendado";"adubo"
4400;"espaçamento recomendado";"irrigação"
4401;"espaçamento recomendado";"agricultura"
4402;"espaçamento recomendado";"fibra"
4403;"espaçamento recomendado";"leguminosa"
4404;"espaçamento recomendado";"planta"
4405;"espaçamento recomendado";"água"
4406;"espaçamento recomendado";"desenvolvimento"
4407;"espaçamento recomendado";"doença"
4408;"espaçamento recomendado";"alumínio"
4409;"espaçamento recomendado";"solo"
4410;"espaçamento recomendado";"plantio"
4411;"espaçamento recomendado";"produção"
4412;"espaçamento recomendado";"polpa"
4413;"espaçamento recomendado";"umidade"
4414;"espaçamento recomendado";"genética"
4415;"espaçamento recomendado";"nitrogênio"
4416;"cobertura vegetal";"planta"
4417;"cobertura vegetal";"estação"
4418;"cobertura vegetal";"folha"
4419;"cobertura vegetal";"água"
4420;"cobertura vegetal";"cerrado"
4421;"cobertura vegetal";"solo"
4422;"cobertura vegetal";"espécie"
4423;"cobertura vegetal";"umidade"
4424;"cobertura vegetal";"nitrogênio"
4425;"solos férteis";"solo"
4426;"solos férteis";"arbusto"
4427;"aleitamento natural";"brasil"
4428;"aleitamento natural";"vaca"
4429;"aleitamento natural";"doença"
4430;"adicionar sulfato";"ph"
4431;"adicionar sulfato";"bactéria"
4432;"eficiência reprodutiva";"copa"
4433;"eficiência reprodutiva";"inclinação"
4434;"eficiência reprodutiva";"eficiência"
4435;"forrageiras herbáceas";"animai"
4436;"forrageiras herbáceas";"árvore"
4437;"forrageiras herbáceas";"espécie"
4438;"forrageiras herbáceas";"proteína"
4439;"forrageiras herbáceas";"mineral"
4440;"forrageiras herbáceas";"fez"
4441;"forrageiras herbáceas";"alimento"
4442;"forrageiras herbáceas";"temperatura"
4443;"forrageiras herbáceas";"alimentação"
4444;"forrageiras herbáceas";"solo"
4445;"forrageiras herbáceas";"semente"
4446;"forrageiras herbáceas";"água"
4447;"forrageiras herbáceas";"bovino"
4448;"forrageiras herbáceas";"planta"
4449;"forrageiras herbáceas";"madeira"
4450;"forrageiras herbáceas";"copa"
4451;"forrageiras herbáceas";"seca"
4452;"forrageiras herbáceas";"forrageira"
4453;"forrageiras herbáceas";"brasil"
4454;"forrageiras herbáceas";"energia"
4455;"forrageiras herbáceas";"folha"
4456;"primeira semana";"brasil"
4457;"primeira semana";"manhã"
4458;"proteína bruta";"ureia"
4459;"proteína bruta";"diarreia"
4460;"proteína bruta";"aleitamento"
4461;"proteína bruta";"ph"
4462;"proteína bruta";"carne"
4463;"proteína bruta";"planta"
4464;"proteína bruta";"sódio"
4465;"proteína bruta";"célula"
4466;"proteína bruta";"água"
4467;"proteína bruta";"espermatozoide"
4468;"proteína bruta";"gene"
4469;"proteína bruta";"cálcio"
4470;"proteína bruta";"leite"
4471;"proteína bruta";"ovo"
4472;"proteína bruta";"vitamina"
4473;"proteína bruta";"queijo"
4474;"proteína bruta";"sangue"
4475;"proteína bruta";"genética"
4476;"proteína bruta";"semente"
4477;"proteína bruta";"dieta"
4478;"silo aberto";"arquitetura"
4479;"composição química";"fósforo"
4480;"composição química";"química"
4481;"composição química";"nitrogênio"
4482;"composição química";"substância"
4483;"composição química";"matéria"
4484;"composição química";"vitamina"
4485;"composição química";"proteína"
4486;"sistema imunológico";"infecção"
4487;"sistema imunológico";"célula"
4488;"sistema imunológico";"doença"
4489;"sistema imunológico";"ovo"
4490;"sistema imunológico";"genoma"
4491;"sistema imunológico";"antibiótico"
4492;"sistema imunológico";"organismo"
4493;"sistema imunológico";"proteína"
4494;"sistema imunológico";"microrganismo"
4495;"sistema imunológico";"ph"
4496;"sistema imunológico";"imunoglobulina"
4497;"sistema imunológico";"febre"
4498;"sistema imunológico";"nutriente"
4499;"sistema imunológico";"planta"
4500;"sistema imunológico";"inflamação"
4501;"sistema imunológico";"animal"
4502;"sistema imunológico";"inseto"
4503;"sistema imunológico";"vagina"
4504;"sistema imunológico";"parasita"
4505;"sistema imunológico";"folha"
4506;"sistema imunológico";"gene"
4507;"sistema imunológico";"sangue"
4508;"aleitamento artificial";"inseminação artificial"
4509;"aleitamento artificial";"aleitamento"
4510;"aleitamento artificial";"parto"
4511;"aleitamento artificial";"sexo"
4512;"Outros fatores";"temperatura"
4513;"Outros fatores";"radiação solar"
4514;"Outros fatores";"química"
4515;"Outros fatores";"ph"
4516;"Outros fatores";"orgânico"
4517;"Outros fatores";"solo"
4518;"Outros fatores";"semente"
4519;"Outros fatores";"água"
4520;"matéria seca";"gordura"
4521;"matéria seca";"nutriente"
4522;"matéria seca";"silagem"
4523;"matéria seca";"peso"
4524;"matéria seca";"agricultura"
4525;"matéria seca";"carne"
4526;"matéria seca";"manteiga"
4527;"matéria seca";"fermentação"
4528;"matéria seca";"lactose"
4529;"matéria seca";"leite"
4530;"matéria seca";"queijo"
4531;"matéria seca";"vitamina"
4532;"matéria seca";"proteína"
4533;"época chuvosa";"inverno"
4534;"época chuvosa";"brasil"
4535;"época chuvosa";"clima temperado"
4536;"época chuvosa";"ph"
4537;"época chuvosa";"agricultura"
4538;"época chuvosa";"solo"
4539;"valor comercial";"árvore"
4540;"valor comercial";"brasil"
4541;"valor comercial";"mosca"
4542;"valor comercial";"cerrado"
4543;"valor comercial";"madeira"
4544;"valor comercial";"espécie"
4545;"região Sudeste";"pesquisa"
4546;"região Sudeste";"contagem"
4547;"região Sudeste";"indústria"
4548;"região Sudeste";"padrão"
4549;"região Sudeste";"árvore"
4550;"região Sudeste";"paí"
4551;"região Sudeste";"gado"
4552;"região Sudeste";"produto"
4553;"região Sudeste";"desenvolvimento"
4554;"região Sudeste";"espécie"
4555;"região Sudeste";"baixada"
4556;"região Sudeste";"lagoa"
4557;"região Sudeste";"agrícola"
4558;"região Sudeste";"alimento"
4559;"região Sudeste";"temperatura"
4560;"região Sudeste";"arbusto"
4561;"região Sudeste";"milho"
4562;"região Sudeste";"solo"
4563;"região Sudeste";"umidade"
4564;"região Sudeste";"cultura"
4565;"região Sudeste";"água"
4566;"região Sudeste";"inverno"
4567;"região Sudeste";"raça"
4568;"região Sudeste";"região"
4569;"região Sudeste";"mestiço"
4570;"região Sudeste";"carne"
4571;"região Sudeste";"interior"
4572;"região Sudeste";"problema"
4573;"região Sudeste";"animal"
4574;"região Sudeste";"madeira"
4575;"região Sudeste";"seca"
4576;"região Sudeste";"fazenda"
4577;"região Sudeste";"brasil"
4578;"região Sudeste";"área"
4579;"região Sudeste";"agricultura"
4580;"região Sudeste";"clima temperado"
4581;"região Sudeste";"população"
4582;"região Sudeste";"cerrado"
4583;"região Sudeste";"calor"
4584;"tristeza parasitária bovina";"bactéria"
4585;"tristeza parasitária bovina";"chifre"
4586;"tristeza parasitária bovina";"carrapato"
4587;"forma sólida";"líquido"
4588;"forma sólida";"volume"
4589;"forma sólida";"partícula"
4590;"forma sólida";"forma"
4591;"forma sólida";"matéria"
4592;"forma sólida";"água"
4593;"cruzamento entre animais";"animai"
4594;"cruzamento entre animais";"elefante"
4595;"cruzamento entre animais";"fêmea"
4596;"cruzamento entre animais";"cavalo"
4597;"cruzamento entre animais";"agricultura"
4598;"cruzamento entre animais";"planta"
4599;"cruzamento entre animais";"folha"
4600;"cruzamento entre animais";"clonagem"
4601;"cruzamento entre animais";"gene"
4602;"cruzamento entre animais";"melhoramento genético"
4603;"cruzamento entre animais";"espécie"
4604;"cruzamento entre animais";"vaca"
4605;"cruzamento entre animais";"genoma"
4606;"cruzamento entre animais";"genética"
4607;"cruzamento entre animais";"semente"
4608;"características físicas";"arquitetura"
4609;"características físicas";"temperatura"
4610;"características físicas";"indústria"
4611;"características físicas";"máquina"
4612;"características físicas";"química"
4613;"características físicas";"transporte"
4614;"características físicas";"área"
4615;"características físicas";"energia"
4616;"características físicas";"volume"
4617;"características físicas";"frequência"
4618;"características físicas";"topografia"
4619;"características físicas";"água"
4620;"características físicas";"matéria"
4621;"características físicas";"estrela"
4622;"características físicas";"prática"
4623;"características físicas";"mecânica"
4624;"características físicas";"genética"
4625;"características físicas";"organismo"
4626;"características físicas";"calor"
4627;"lactação";"vaca"
4628;"subterrâneo";"água"
4629;"água";"salinidade"
4630;"água";"pico"
4631;"vaca";"parto"
4632;"gir";"raça"
4633;"holandês";"raça"
4634;"vaca";"médio"
4635;"salobrar";"água"
4636;"leiteiro";"vaca"
4637;"doença";"animal"
4638;"planta";"solo"
4639;"líquido";"esterco"
4640;"ordenha";"animal"
4641;"tratamento";"sistema"
4642;"lote";"animal"
4643;"água";"temperatura"
4644;"sistema";"bom"
4645;"vaca";"concentrar"
4646;"teto";"ordenha"
4647;"zebuína";"raça"
4648;"bom";"animais"
4649;"volumoso";"concentrar"
4650;"acasalamento";"animal"
4651;"raça";"genético"
4652;"solo";"cultura"
4653;"puro";"raça"
4654;"forragem";"grande"
4655;"bom";"objetivo"
4656;"bom";"garantir"
4657;"vaca";"cobrir"
4658;"antibiótico";"tratamento"
4659;"térmico";"frasco"
4660;"tratamento";"resíduo"
4661;"parto";"corporal"
4662;"mão";"obra"
4663;"animal";"adulto"
4664;"bom";"filho"
4665;"samambaia";"tratamento"
4666;"parto";"lactação"
4667;"organismo";"animal"
4668;"gordura";"proteína"
4669;"fator";"água"
4670;"brachiaria";"pastagem"
4671;"ração";"bezerro"
4672;"água";"semiáridar"
4673;"vaca";"gordo"
4674;"tóxico";"água"
4675;"concentração";"água"
4676;"vacina";"infecção"
4677;"lote";"filho"
4678;"leguminoso";"gramínea"
4679;"rebanho";"lote"
4680;"rebanho";"técnico"
4681;"animal";"braquiária"
4682;"grande";"animal"
4683;"mamar";"bezerro"
4684;"vaca";"magro"
4685;"germinação";"semente"
4686;"volumoso";"alimento"
4687;"braquiária";"pastagem"
4688;"taxa";"grande"
4689;"água";"descer"
4690;"animal";"base"
4691;"grande";"instalação"
4692;"gramínea";"pastagem"
4693;"superpastejo";"planta"
4694;"samambaia";"animal"
4695;"ordenha";"água"
4696;"grande";"líquido"
4697;"frasco";"colher"
4698;"animal";"sistema"
4699;"genético";"grande"
4700;"mosca";"espécie"
