,term1,term2,value
1785,proteína, forragem,6
1786,proteína, grande,6
1787,proteína, lactose,6
1788,proteína, parto,6
1789,proteína, vitamina,6
1790,desmame, precoce,6
1794,crioscópico, vaca,6
1795,semente, forrageira,6
1796,semente, semeadura,6
1797,zebuína, guzerá,6
1798,zebuína, mestiço,6
1802,sede, adubar,6
1803,sede, auxiliar,6
1804,sede, balanço,6
1805,sede, bezerreiro,6
1806,sede, bula,6
1807,sede, cama,6
1808,sede, certo,6
1809,sede, combate,6
1810,sede, compactação,6
1811,sede, contaminação,6
1812,sede, corpo,6
1813,sede, cortar,6
1814,sede, decumbem,6
1815,sede, descendente,6
1816,sede, digerir,6
1817,sede, esperar,6
1818,sede, estéril,6
1819,sede, exigência,6
1820,sede, fermentação,6
1821,sede, forrageiro,6
1822,sede, frasco,6
1823,sede, fêmeo,6
1824,sede, gel,6
1825,sede, germinação,6
1826,sede, glândula,6
1827,sede, imunológico,6
1828,sede, ingrediente,6
1829,sede, inseto,6
1830,sede, intoxicação,6
1831,sede, lactose,6
1832,sede, lento,6
1833,sede, madeira,6
1834,sede, magro,6
1835,sede, metabólico,6
1836,sede, microbiológico,6
1837,sede, orientar,6
1838,sede, panicum,6
1839,sede, parâmetro,6
1840,sede, precoce,6
1841,sede, samambaia,6
1842,sede, subtropical,6
1843,sede, terapia,6
1844,sede, tolerante,6
1845,sede, vegetal,6
1846,sede, vegetativo,6
1847,sede, verme,6
1848,sede, zebuíno,6
1849,sede, ácer,6
1850,silo, ar,6
1851,silo, bom,6
1852,silo, perda,6
1853,pé, vaca,6
1854,nitrogênio, gramínea,6
1855,nitrogênio, proteico,6
1856,cuidado, bezerro,6
1857,cuidado, tomar,6
1858,antibiótico, resíduo,6
1859,pesagem, pesar,6
1860,máximo, artificial,6
1861,máximo, cultura,6
1862,máximo, dieta,6
1863,máximo, fêmea,6
1864,máximo, heterose,6
1865,máximo, instalação,6
1866,máximo, leiteiro,6
1867,máximo, perda,6
1868,máximo, taxa,6
1869,presença, gene,6
1870,filho, rebanho,6
1872,puro, animais,6
1873,balancear, mineral,6
1874,balancear, vaca,6
1875,método, solo,6
1876,lavar, teto,6
1877,cobre, fósforo,6
1878,garantir, grande,6
1887,tristeza, parasitário,6
1888,gradagem, plantio,6
1897,gir, vaca,6
1899,fertilizante, pastagem,5
1900,mamário, animal,5
1901,mamário, parto,5
1902,mamário, sistema,5
1903,obesa, obeso,5
1905,mamária, animal,5
1906,mamária, parto,5
1907,mamária, sistema,5
1913,calagem, plantio,5
1914,superpastejo, planta,5
1915,térmico, sistema,5
1916,piquete, animal,5
1917,crioscopia, bom,5
1924,tolerância, bom,5
1925,mineral, base,5
1926,mineral, cobrir,5
1927,mineral, cocho,5
1928,mineral, nutriente,5
1929,mineral, parto,5
1930,carbono, material,5
1931,ordenha, animais,5
1932,ordenha, concentração,5
1933,ordenha, mamário,5
1934,ordenha, raça,5
1935,ordenha, água,5
1936,semissólido, esterco,5
1937,aminar, proteína,5
1942,sabor, odor,5
1943,homeopático, medicamento,5
1945,bernes, berne,5
1946,bernes, mosca,5
1947,maternidade, vaca,5
1951,apetite, sintoma,5
1957,gênero, brachiaria,5
1959,medida, grande,5
1960,medida, tratamento,5
1961,subterrâneo, água,5
1962,corporal, calor,5
1963,corporal, gordo,5
1964,corporal, mineral,5
1965,corporal, pequeno,5
1966,irrigação, chuva,5
1967,irrigação, pastagem,5
1968,químico, solo,5
1969,guzerá, holandês,5
1970,obra, vaca,5
1971,fator, vaca,5
1972,corpo, vaca,5
1973,fácil, bom,5
1974,elevar, bom,5
1975,principal, grande,5
1976,pastejo, pasto,5
1977,pastejo, plantio,5
1982,estimular, bezerro,5
1989,bovino, bom,5
1990,bovino, tristeza,5
1991,medo, vaca,5
1992,teor, forragem,5
1993,teor, lactose,5
1994,teor, vaca,5
1995,uterino, vaca,5
1996,unidade, animal,5
1998,efeito, pastagem,5
1999,cigarra, espécie,5
2000,sofrimento, animal,5
2001,meio, alimento,5
2002,meio, animal,5
2003,meio, planta,5
2004,meio, água,5
2005,concentração, base,5
2006,concentração, elevar,5
2007,concentração, grande,5
2008,concentração, pelar,5
2009,drenagem, drenar,5
2013,trator, pastagem,5
2014,trator, quarto,5
2015,cobrir, mineral,5
2016,cobrir, novilho,5
2017,cobrir, solo,5
2032,lagoa, líquido,5
2037,mosca, berne,5
2038,balanço, lactação,5
2039,plantar, espécie,5
2040,plantar, forrageira,5
2041,plantar, solo,5
2042,ataque, inseto,5
2043,útero, vaca,5
2044,silagem, concentrar,5
2045,pelar, vaca,5
2046,pelar, água,5
2048,adubo, orgânico,5
2049,isolamento, doença,5
2050,compactação, pequeno,5
2051,ordenhador, desinfecção,5
2052,ordenhador, manual,5
2053,forrageira, lactação,5
2054,forrageira, nutricional,5
2055,forrageira, rotativo,5
2056,forrageira, semeadura,5
2057,forrageira, silo,5
2058,forrageira, sistema,5
2059,forrageira, tolerante,5
2060,taxa, animal,5
2061,taxa, bom,5
2062,taxa, fêmea,5
2063,taxa, parto,5
2064,somatotropina, raça,5
2065,animal, ar,5
2066,animal, calor,5
2067,animal, concentração,5
2068,animal, doador,5
2069,animal, efeito,5
2070,animal, embrião,5
2071,animal, gramínea,5
2072,animal, leguminoso,5
2073,animal, mestiço,5
2074,animal, modo,5
2075,animal, nutricional,5
2076,animal, orgânico,5
2077,animal, recurso,5
2078,animal, resistente,5
2079,ressemeadura, natural,5
2082,incidência, clínico,5
2083,planta, genético,5
2084,planta, inseto,5
2085,planta, superpastejo,5
2086,criopreservação, bom,5
2087,avear, plantio,5
2100,artificial, fêmea,5
2101,artificial, genético,5
2102,artificial, sistema,5
2103,sintoma, apetite,5
2104,sintoma, febre,5
2105,sintoma, instalação,5
2106,base, concentrado,5
2107,base, proteína,5
2108,base, vaca,5
2109,chuva, irrigação,5
2110,chuva, temperatura,5
2111,sistema, animais,5
2112,sistema, artificial,5
2113,sistema, leguminoso,5
2114,sistema, líquido,5
2115,sistema, pastagem,5
2116,sistema, pasto,5
2117,sistema, raça,5
2118,sistema, rebanho,5
2119,lote, animal,5
2121,mecânico, ordenha,5
2122,demorar, parto,5
2123,panicum, brachiaria,5
2124,gordo, corporal,5
2125,gordo, magro,5
2126,insumo, orgânico,5
2127,dieta, fase,5
2128,dieta, teor,5
2129,cultura, associação,5
2130,associação, cultura,5
2131,associação, grande,5
2132,tomar, cuidado,5
2134,braquiária, semente,5
2135,inseminador, bom,5
2136,vedação, pasto,5
2137,comercial, comer,5
2138,partícula, bom,5
2139,partícula, silo,5
2140,fase, parto,5
2141,fase, solo,5
2144,levedura, animal,5
2145,levedura, vaca,5
2146,subtropical, tropical,5
2147,recomendação, bovino,5
2148,recomendação, instalação,5
2149,recomendação, lactação,5
2150,recomendação, mineral,5
2151,recomendação, orgânico,5
2152,recomendação, pelar,5
2153,recomendação, tratamento,5
2154,recomendação, água,5
2161,exigência, espécie,5
2162,exigência, lactação,5
2163,água, concentração,5
2164,água, diluir,5
2165,água, grande,5
2170,risco, pequeno,5
2171,lactação, alto,5
2172,lactação, forrageira,5
2173,lactação, mineral,5
2174,lactação, seca,5
2175,lactação, água,5
2176,mestiço, animais,5
2177,mestiço, animal,5
2178,mestiço, bom,5
2179,mestiço, zebuína,5
2180,contaminação, bactéria,5
2181,contaminação, microbiano,5
2182,alimento, grande,5
2183,alimento, meio,5
2184,alimento, silagem,5
2185,heterozigoto, mocho,5
2186,mamar, ordenha,5
2187,modo, animal,5
2188,concentrar, base,5
2189,concentrar, nutriente,5
2190,concentrar, proteína,5
2191,concentrar, seco,5
2192,medir, vaca,5
2193,quarto, animal,5
2194,quarto, antibiótico,5
2195,quarto, vaca,5
2196,rebanhar, sistema,5
2197,espécie, cigarra,5
2198,espécie, leguminoso,5
2199,espécie, mosca,5
2200,espécie, pasto,5
2201,instalação, principal,5
2202,ingrediente, vaca,5
2203,gramínea, gramíneo,5
2204,objetivo, animal,5
2205,objetivo, solo,5
2206,cobalto, manganês,5
2213,luminosidade, forrageira,5
2214,anestro, vaca,5
2215,parasitário, agente,5
2218,gordura, caseína,5
2219,gordura, célula,5
2220,diluição, sistema,5
2221,parasitária, agente,5
2222,holandês, guzerá,5
2223,holandês, puro,5
2224,limpo, limpar,5
2225,limpo, teto,5
2231,zebuínos, raça,5
2232,recurso, animal,5
2237,raça, animais,5
2238,raça, filho,5
2239,raça, médio,5
2240,raça, reprodutivo,5
2241,raça, sistema,5
2242,raça, zebu,5
2243,magnésio, cobre,5
2244,magnésio, manganês,5
2245,forragem, baixo,5
2246,forragem, gramínea,5
2247,forragem, mineral,5
2248,forragem, pasto,5
2249,forragem, teor,5
2250,forragem, água,5
2251,gene, mocho,5
2253,desmamar, vaca,5
2254,homozigoto, mocho,5
2261,cobertura, grande,5
2262,reação, gel,5
2263,carrapaticida, carrapaticidar,5
2264,raiz, solo,5
2265,genético, acasalamento,5
2266,genético, filho,5
2267,genético, gene,5
2268,genético, mestiço,5
2270,árvore, sistema,5
2272,procedimento, animal,5
2273,procedimento, vaca,5
2274,alto, bom,5
2275,alto, grande,5
2276,alto, raça,5
2277,leiteiro, filho,5
2278,maneira, animais,5
2279,maneira, bezerro,5
2288,ar, animal,5
2289,nutritivo, grande,5
2290,tropical, subtropical,5
2291,suficiente, vaca,5
2292,arborização, pastagem,5
2313,parto, afetar,5
2314,parto, genético,5
2315,parto, raça,5
2316,parto, seco,5
2319,zebu, animal,5
2320,zebu, raça,5
2321,semeadeira, semear,5
2322,parte, principal,5
2323,parte, proteína,5
2324,parte, seco,5
2325,parte, solo,5
2326,parte, teto,5
2327,suplemento, concentrar,5
2328,suplemento, mineral,5
2329,suplemento, pasto,5
2331,acasalamento, bom,5
2332,doador, animal,5
2334,zebuínas, genético,5
2335,zebuínas, puro,5
2336,magra, bom,5
2337,magra, corporal,5
2346,aptidão, gir,5
2348,nutricional, animal,5
2349,nutricional, forrageira,5
2350,cruzamento, genético,5
2351,cruzamento, grande,5
2352,cruzamento, heterose,5
2353,cruzamento, leiteiro,5
2354,cruzamento, sistema,5
2370,nutriente, animal,5
2371,nutriente, bom,5
2372,peletizado, bom,5
2373,peletizado, vaca,5
2374,peletizado, água,5
2375,clínico, vaca,5
2376,tratamento, bom,5
2377,tratamento, bovino,5
2378,tratamento, clínico,5
2379,tratamento, doença,5
2380,tratamento, esterco,5
2381,tratamento, medida,5
2382,tratamento, sintoma,5
2384,rotativo, bom,5
2398,desinfetante, desinfetar,5
2399,proteína, corporal,5
2400,desmama, vaca,5
2401,desmame, vaca,5
2402,plântula, solo,5
2417,imunoglobulina, bezerro,5
2418,crioscópico, bom,5
2419,capineira, bom,5
2420,capineira, solo,5
2423,capineiro, bom,5
2424,capineiro, solo,5
2425,semente, braquiária,5
2426,zebuína, genético,5
2427,zebuína, puro,5
2428,peladeira, vaca,5
2429,peladeira, água,5
2430,zebuíno, raça,5
2435,sede, acesso,5
2436,sede, aminoácido,5
2437,sede, baia,5
2438,sede, balancear,5
2439,sede, bebedouro,5
2440,sede, calor,5
2441,sede, carrapaticida,5
2442,sede, chifre,5
2443,sede, cigarra,5
2444,sede, comercial,5
2445,sede, compostagem,5
2446,sede, contagioso,5
2447,sede, contaminar,5
2448,sede, desmamar,5
2449,sede, diluir,5
2450,sede, distúrbio,5
2451,sede, entrada,5
2452,sede, entrar,5
2453,sede, estimular,5
2454,sede, ferramenta,5
2455,sede, floração,5
2456,sede, gestante,5
2457,sede, glândular,5
2458,sede, gordo,5
2459,sede, incidência,5
2460,sede, infestação,5
2461,sede, insumo,5
2462,sede, laboratório,5
2463,sede, lagoa,5
2464,sede, luminosidade,5
2465,sede, luz,5
2466,sede, lácteo,5
2467,sede, núcleo,5
2468,sede, obtenção,5
2469,sede, odor,5
2470,sede, operação,5
2471,sede, ovo,5
2472,sede, oócito,5
2473,sede, parasitário,5
2474,sede, pilha,5
2475,sede, planejamento,5
2476,sede, procurar,5
2477,sede, raiz,5
2478,sede, reter,5
2479,sede, sol,5
2480,sede, sombrite,5
2481,sede, substância,5
2482,sede, tristeza,5
2483,sede, vacina,5
2484,sede, verão,5
2485,sede, ácido,5
2486,sede, órgão,5
2487,sede, útil,5
2488,rasteiro, pastejo,5
2489,regime, forrageira,5
2490,diluir, água,5
2491,antibiótico, quarto,5
2492,antibiótico, vaca,5
2494,máximo, alimento,5
2495,máximo, alto,5
2496,máximo, baixo,5
2497,máximo, cobertura,5
2498,máximo, elevar,5
2499,máximo, meio,5
2500,máximo, médio,5
2501,máximo, novilho,5
2502,máximo, nutritivo,5
2503,máximo, pelar,5
2504,máximo, plantio,5
2505,máximo, principal,5
2506,máximo, proteína,5
2507,máximo, reprodutivo,5
2508,microbiano, contaminação,5
2509,microbiano, proteína,5
2510,presença, mocho,5
2511,presença, pastagem,5
2512,presença, raça,5
2513,microbiana, contaminação,5
2514,microbiana, proteína,5
2515,vitamina, dieta,5
2516,vitamina, proteína,5
2517,filho, genético,5
2518,filho, grande,5
2519,filho, leiteiro,5
2520,filho, raça,5
2521,filho, vaca,5
2522,brachiaria, animal,5
2523,brachiaria, pastagem,5
2526,coma, comer,5
2527,vegetativo, forrageira,5
2529,puro, holandês,5
2530,puro, mestiço,5
2531,consumidor, animal,5
2533,somático, raça,5
2534,cobre, cobalto,5
2535,cobre, magnésio,5
2536,cobre, manganês,5
2537,cobre, novilho,5
2538,cobre, solo,5
2539,tolerante, forrageira,5
2540,garantir, vaca,5
2546,subclínica, clínico,5
2552,gir, animal,5
2553,gir, grande,5
2554,distúrbio, metabólico,4
2557,conservante, silagem,4
2558,reprodutor, bom,4
2559,reprodutor, libido,4
2560,cova, plantio,4
2564,preparar, plantio,4
2565,preparar, solo,4
2566,mamário, infecção,4
2567,mamário, medicamento,4
2568,mamária, infecção,4
2569,mamária, medicamento,4
2574,brizantha, panicum,4
2579,leguminoso, animal,4
2580,leguminoso, bom,4
2581,leguminoso, espécie,4
2582,leguminoso, semente,4
2583,calagem, análise,4
2584,emagrecimento, vaca,4
2585,térmico, bom,4
2586,térmico, instalação,4
2587,piquete, pasto,4
2588,piquete, pequeno,4
2589,piquete, rotativo,4
2590,vegetal, cobertura,4
2591,semear, semente,4
2594,desfolha, animal,4
2595,tamponante, dieta,4
2596,bebedouro, animal,4
2607,infectante, infectar,4
2608,tolerância, doença,4
2609,cor, pequeno,4
2610,afetar, fator,4
2611,afetar, fósforo,4
2612,afetar, parto,4
2613,afetar, vaca,4
2614,mineral, concentrado,4
2615,mineral, corporal,4
2616,mineral, seco,4
2617,mineral, sistema,4
2618,rufião, artificial,4
2619,proporção, material,4
2620,variação, animais,4
2621,variação, chuva,4
2622,variação, espécie,4
2623,variação, raça,4
2624,variação, rebanhar,4
2625,variação, sistema,4
2626,variação, teor,4
2627,entrar, animal,4
2628,ordenha, contaminação,4
2629,ordenha, cuidado,4
2630,ordenha, infecção,4
2631,ordenha, lactação,4
2632,ordenha, mão,4
2633,ordenha, pequeno,4
2634,ordenha, seco,4
2635,sugador, inseto,4
2638,cupim, pastagem,4
2639,treinamento, vaca,4
2640,potássio, mineral,4
2641,infectocontagiosa, infectar,4
2642,sintomático, instalação,4
2643,infestação, grande,4
2644,infestação, infestar,4
2650,apetite, perda,4
2652,núcleo, embrião,4
2660,gênero, bactéria,4
2661,anaeróbia, sistema,4
2662,medida, ordenha,4
2663,medida, rebanhar,4
2664,infraestrutura, vaca,4
2665,alumínio, pastagem,4
2666,doente, doença,4
2667,contaminar, bactéria,4
2668,corporal, dieta,4
2669,corporal, energético,4
2670,corporal, grande,4
2671,corporal, magro,4
2672,corporal, temperatura,4
2673,irrigação, cultura,4
2674,irrigação, gramínea,4
2675,irrigação, plantio,4
2676,irrigação, seca,4
2677,irrigação, solo,4
2678,célula, gordura,4
2679,célula, parto,4
2680,químico, pastagem,4
2683,guzerá, animal,4
2684,guzerá, cruzamento,4
2685,guzerá, guzer,4
2686,análise, calagem,4
2687,análise, laboratório,4
2688,obra, bom,4
2689,orgânico, adubo,4
2690,orgânico, animais,4
2691,orgânico, animal,4
2692,orgânico, esterco,4
2693,orgânico, químico,4
2694,fator, afetar,4
2695,fator, animais,4
2696,fator, forrageira,4
2697,fator, infecção,4
2698,fator, interferir,4
2699,fator, lactação,4
2700,fator, sistema,4
2701,fator, temperatura,4
2702,fibra, proteína,4
2703,fibra, teor,4
2704,elevar, forragem,4
2705,elevar, rebanho,4
2706,principal, forrageira,4
2707,principal, gordura,4
2708,principal, praga,4
2709,pastejo, aveia,4
2710,pastejo, exigência,4
2711,pastejo, planta,4
2712,pastejo, tropical,4
2717,estimular, vaca,4
2723,bovino, leiteiro,4
2724,bovino, rebanho,4
2725,medo, animal,4
2726,interferir, fator,4
2727,fêmeo, animal,4
2728,fêmeo, vaca,4
2729,teor, açúcar,4
2730,teor, fibra,4
2731,teor, grande,4
2732,teor, volumoso,4
2733,teor, água,4
2734,sintomatologia, instalação,4
2736,libido, liber,4
2737,libido, reprodutor,4
2738,dactylon, panicum,4
2739,efeito, solo,4
2740,cigarra, ataque,4
2741,cigarra, brachiaria,4
2742,heterose, cruzamento,4
2743,heterose, grande,4
2744,meio, animais,4
2745,meio, genético,4
2746,meio, grande,4
2747,meio, natural,4
2748,concentração, alto,4
2749,concentração, forragem,4
2750,concentração, ordenha,4
2751,concentração, silagem,4
2752,concentração, suplementar,4
2756,trator, esterco,4
2757,trator, grande,4
2758,trator, resíduo,4
2759,trator, seco,4
2760,germinação, plantio,4
2761,germinação, plântula,4
2762,resistente, animal,4
2780,digerir, enzima,4
2784,enxertar, vaca,4
2785,mãe, genético,4
2786,energético, balanço,4
2787,energético, corporal,4
2788,energético, dieta,4
2789,energético, fase,4
2794,mão, bom,4
2795,mão, ordenha,4
2796,mosca, bicheira,4
2797,mosca, espécie,4
2798,adubar, gramínea,4
2799,adubar, pastagem,4
2800,balanço, energético,4
2801,balanço, pequeno,4
2802,balanço, vaca,4
2803,útil, animal,4
2804,orientar, instalação,4
2805,perder, proteína,4
2806,plantar, bom,4
2807,plantar, pastagem,4
2808,picar, forrageira,4
2809,picar, pequeno,4
2810,agente, base,4
2811,agente, bezerro,4
2812,agente, parasitário,4
2813,agente, pequeno,4
2814,agente, rebanho,4
2815,agente, sistema,4
2816,agente, tristeza,4
2817,ataque, cigarra,4
2818,descartar, animal,4
2819,descartar, lactação,4
2820,silagem, alimento,4
2821,silagem, ar,4
2822,silagem, fermentação,4
2823,silagem, pasto,4
2824,silagem, perda,4
2825,ruminal, proteína,4
2826,ruminal, vaca,4
2827,pelar, bom,4
2828,pelar, genético,4
2832,descendente, animal,4
2833,descendente, bezerro,4
2834,descendente, descer,4
2835,adubo, animal,4
2836,adubo, gramínea,4
2837,adubo, pastagem,4
2838,adubo, solo,4
2839,forrageiro, animal,4
2840,forrageiro, gramínea,4
2841,forrageiro, tropical,4
2843,compactação, forrageira,4
2844,compactação, grande,4
2845,compactação, solo,4
2846,ordenhador, cuidado,4
2847,ordenhador, lavar,4
2848,forrageira, chuva,4
2849,forrageira, fator,4
2850,forrageira, luminosidade,4
2851,forrageira, panicum,4
2852,forrageira, pasto,4
2853,forrageira, picar,4
2854,forrageira, plantar,4
2855,forrageira, principal,4
2856,forrageira, temperatura,4
2857,abrigo, seco,4
2858,taxa, grande,4
2859,taxa, solo,4
