term1,term2,value
iodato, cloreto,1
iodato, cobre,1
iodato, fosfato,1
iodato, fósforo,1
iodato, magnésio,1
iodato, mineral,2
iodato, potássio,1
iodato, seleno,1
iodato, óxido,1
etiológico, agente,1
etiológico, combate,1
etiológico, imunidade,1
etiológico, nosódio,1
vaginal, apetite,1
vaginal, cérvix,1
vaginal, descer,1
vaginal, febre,1
vaginal, féter,1
vaginal, infecção,1
vaginal, odor,1
vaginal, parto,2
vaginal, perda,1
vaginal, prolapso,1
vaginal, purulento,1
vaginal, sintoma,1
calagem, análise,4
calagem, base,3
calagem, calcário,1
calagem, certo,1
calagem, cultura,1
calagem, dessecação,1
calagem, elevar,1
calagem, exigência,1
calagem, forrageira,3
calagem, fosfato,3
calagem, garantir,1
calagem, grande,2
calagem, herbicida,1
calagem, invasor,2
calagem, magnésio,2
calagem, manganês,1
calagem, micronutriente,1
calagem, mucunoide,1
calagem, natural,3
calagem, operar,1
calagem, pastagem,2
calagem, phaseoloide,1
calagem, planta,1
calagem, plantio,5
calagem, potássio,1
calagem, pubescem,1
calagem, químico,1
calagem, semeadura,1
calagem, semente,1
calagem, solo,6
calagem, vegetação,1
trilha, bota,1
trilha, camisa,1
trilha, cor,1
trilha, corpo,1
trilha, manga,1
trilha, roupa,1
trilha, traje,1
emagrecimento, alimento,1
emagrecimento, anestro,1
emagrecimento, bom,1
emagrecimento, cobrir,1
emagrecimento, corporal,1
emagrecimento, demorar,1
emagrecimento, emagrecer,2
emagrecimento, entrar,1
emagrecimento, grande,1
emagrecimento, meio,1
emagrecimento, ovário,1
emagrecimento, parto,1
emagrecimento, pequeno,1
emagrecimento, vaca,4
superpastejo, acidente,1
superpastejo, animal,2
superpastejo, biológico,1
superpastejo, bom,1
superpastejo, brasiliensil,1
superpastejo, carga,1
superpastejo, cobertura,1
superpastejo, combate,1
superpastejo, compactação,1
superpastejo, condensatu,1
superpastejo, consumir,1
superpastejo, erosão,1
superpastejo, espécie,3
superpastejo, fertilização,1
superpastejo, forragear,1
superpastejo, forrageira,2
superpastejo, forragem,1
superpastejo, gramínea,2
superpastejo, inseto,1
superpastejo, invasor,2
superpastejo, leguminoso,1
superpastejo, modo,1
superpastejo, método,1
superpastejo, nitrogênio,2
superpastejo, nutricional,1
superpastejo, parte,1
superpastejo, pastagem,7
superpastejo, pastejo,1
superpastejo, pasto,1
superpastejo, planta,5
superpastejo, reflexo,1
superpastejo, resíduo,1
superpastejo, seca,1
superpastejo, seco,1
superpastejo, semente,1
superpastejo, solo,3
superpastejo, série,1
superpastejo, temperatura,1
superpastejo, tóxico,2
superpastejo, vegetal,1
lisa, abundante,1
lisa, alto,1
lisa, arroxear,1
lisa, bermuda,1
lisa, brachiaria,1
lisa, cor,1
lisa, escuro,1
lisa, estolão,1
lisa, forrageira,1
lisa, grosso,1
lisa, haste,1
lisa, mutica,1
lisa, pequeno,2
lisa, pyramidalis,1
lisa, rizoma,1
lisa, vegetar,1
touceira, bom,3
touceira, cespitoso,2
touceira, cobertura,2
touceira, ereto,2
touceira, forragem,1
touceira, lateral,1
touceira, palatabilidade,1
touceira, pastagem,1
touceira, planta,1
touceira, principal,1
touceira, solo,2
touceira, vegetal,1
vidro, boca,1
vidro, cordão,1
vidro, cultura,1
vidro, diluição,1
vidro, líquido,1
vidro, meio,1
vidro, placa,2
vidro, tintura,1
vidro, umbilical,1
carreta, baixo,1
carreta, brotação,1
carreta, capim,1
carreta, carroça,1
carreta, ensiladeira,1
carreta, entrada,1
carreta, esterco,1
carreta, recolher,1
carreta, silagem,1
carreta, silo,1
carreta, trator,1
térmico, acústico,1
térmico, adiabático,1
térmico, alimento,1
térmico, alojamento,1
térmico, alto,2
térmico, animais,1
térmico, animal,6
térmico, ar,2
térmico, armazenamento,1
térmico, bom,4
térmico, bovino,1
térmico, cair,1
térmico, caixa,2
térmico, calor,2
térmico, capim,1
térmico, choque,1
térmico, circulação,1
térmico, cobertura,1
térmico, cobrir,1
térmico, cocho,1
térmico, concentração,1
térmico, confinar,1
térmico, congelador,1
térmico, cordoalha,1
térmico, corporal,2
térmico, cuidado,1
térmico, desconforto,1
térmico, doença,1
térmico, dor,1
térmico, dormência,1
térmico, eficiente,3
térmico, elevar,1
térmico, escarificaçãar,1
térmico, estressar,1
térmico, estresse,9
térmico, evaporativo,1
térmico, excreção,1
térmico, financeiro,1
térmico, frasco,2
térmico, frio,1
térmico, físico,1
térmico, garantir,2
térmico, gelo,1
térmico, grande,3
térmico, homeotermia,1
térmico, insolação,1
térmico, instalação,4
térmico, inverno,1
térmico, isolante,1
térmico, isopor,1
térmico, laboratório,2
térmico, lembrar,1
térmico, mau,1
térmico, medo,1
térmico, meio,1
térmico, mineral,1
térmico, máximo,1
térmico, método,2
térmico, natural,2
térmico, neblina,1
térmico, nebulização,1
térmico, nutricional,1
térmico, névoa,1
térmico, ordenha,1
térmico, orgânico,1
térmico, orientar,1
térmico, plástico,1
térmico, principal,1
térmico, pé,1
térmico, quente,2
térmico, rebanho,1
térmico, reciclável,2
térmico, recomendação,1
térmico, repouso,1
térmico, reter,1
térmico, sede,1
térmico, sementes,1
térmico, sistema,5
térmico, sulfúrico,1
térmico, tampa,1
térmico, taxa,1
térmico, temperatura,3
térmico, tostagem,1
térmico, tratamento,1
térmico, ventilação,1
térmico, vento,1
térmico, verão,1
térmico, ácido,1
térmico, água,1
térmico, árvore,1
motivo, anestro,1
motivo, animal,2
motivo, apodrecimento,1
motivo, ar,1
motivo, espécie,1
motivo, exigência,1
motivo, forrageira,1
motivo, identificar,1
motivo, lactação,1
motivo, nutricional,1
motivo, parto,1
motivo, pastagem,1
motivo, pastejo,1
motivo, rebanhar,1
motivo, silagem,1
motivo, silo,1
motivo, vaca,3
gasoso, compactação,1
gasoso, drenagem,1
gasoso, poroso,1
gasoso, solo,1
brasilense, espécie,1
brasilense, invasor,1
brasilense, planta,1
brasilense, sapé,2
viscosidade, cor,1
viscosidade, odor,1
viscosidade, sabor,1
piquete, acesso,3
piquete, adubar,1
piquete, animais,2
piquete, animal,5
piquete, anticorpo,1
piquete, aproveitamento,1
piquete, baia,1
piquete, baixo,1
piquete, bebedouro,1
piquete, bezerreiro,1
piquete, bezerro,1
piquete, bom,3
piquete, brachiaria,1
piquete, capim,1
piquete, casa,1
piquete, cerca,3
piquete, chuva,1
piquete, cobertura,1
piquete, cobrir,1
piquete, concentrado,1
piquete, concentração,1
piquete, desfolha,2
piquete, equino,1
piquete, foliar,1
piquete, forrageira,1
piquete, forragem,2
piquete, grande,3
piquete, hectare,2
piquete, infestar,1
piquete, instalação,1
piquete, lateral,1
piquete, limpo,1
piquete, maternidade,2
piquete, medida,2
piquete, monta,1
piquete, máximo,1
piquete, médio,2
piquete, natural,1
piquete, nutrientes,1
piquete, orientar,1
piquete, parto,1
piquete, pastagem,12
piquete, pastejo,9
piquete, pasto,4
piquete, pequeno,4
piquete, perímetro,1
piquete, plantar,1
piquete, pressão,1
piquete, principal,2
piquete, quente,1
piquete, rodízio,1
piquete, rotacionar,1
piquete, rotativo,4
piquete, seco,2
piquete, sistema,3
piquete, solo,2
piquete, sombrite,1
piquete, suficiente,1
piquete, taxa,2
piquete, tratamento,1
piquete, tropical,1
piquete, vaca,11
piquete, variação,1
fatal, doença,1
fatal, efeito,1
fatal, tratamento,1
oxitocina, animal,1
oxitocina, estressar,1
oxitocina, hormônio,1
oxitocina, modo,1
oxitocina, ordenha,1
salmonelose, aborto,1
salmonelose, doença,1
salmonelose, febril,1
salmonelose, listeriose,1
salmonelose, mamite,1
salmonelose, micoplasmose,1
salmonelose, tuberculose,1
palhoso, animal,1
palhoso, biossólido,1
palhoso, carbono,1
palhoso, esterco,1
palhoso, lixo,1
palhoso, material,1
palhoso, nitrogênio,1
palhoso, orgânico,2
palhoso, resíduo,1
palhoso, vegetal,1
vegetal, aminar,1
vegetal, animal,3
vegetal, bater,1
vegetal, bezerro,1
vegetal, biossólido,1
vegetal, bom,3
vegetal, brachiaria,1
vegetal, carbono,1
vegetal, chá,1
vegetal, cobertura,4
vegetal, comercial,1
vegetal, consumir,1
vegetal, doença,1
vegetal, dossel,1
vegetal, efeito,3
vegetal, elevar,1
vegetal, erosão,2
vegetal, espécie,2
vegetal, esterco,1
vegetal, fator,1
vegetal, forragear,1
vegetal, forrageira,2
vegetal, forrageiro,1
vegetal, freezer,1
vegetal, gramínea,1
vegetal, lateral,1
vegetal, leguminoso,1
vegetal, lisa,1
vegetal, lixo,1
vegetal, luz,2
vegetal, material,1
vegetal, mutica,1
vegetal, natural,1
vegetal, nitrogênio,2
vegetal, orgânico,2
vegetal, ovo,1
vegetal, palhoso,1
vegetal, parte,1
vegetal, pastagem,3
vegetal, praga,1
vegetal, principal,1
vegetal, proteína,1
vegetal, pyramidalis,1
vegetal, resíduo,2
vegetal, solo,6
vegetal, sucedâneo,1
vegetal, superpastejo,1
vegetal, touceira,1
vegetal, vegetar,1
vegetal, água,1
semear, aveia,1
semear, caixa,1
semear, cultura,1
semear, forrageira,1
semear, pastagem,1
semear, pequeno,1
semear, semente,4
semear, solo,1
radicular, cobrir,1
radicular, fascicular,1
radicular, fase,1
radicular, fósforo,1
radicular, gramínea,1
radicular, invasor,1
radicular, pasto,1
radicular, perfilhamento,1
radicular, semiáridar,1
radicular, sistema,2
radicular, solo,2
endereço, animal,1
endereço, banhar,1
endereço, banho,1
endereço, brachiaria,1
endereço, certo,1
endereço, endereçar,1
endereço, gênerar,1
endereço, identificar,1
endereço, material,1
endereço, preparar,1
endereço, telefone,2
vegetar, brachiaria,1
vegetar, forrageira,1
vegetar, lisa,1
vegetar, mutica,1
vegetar, pyramidalis,1
crioscopia, abrigo,1
crioscopia, acesso,1
crioscopia, afetar,1
crioscopia, agente,1
crioscopia, alcoólico,1
crioscopia, alizarina,1
crioscopia, anestro,1
crioscopia, animais,2
crioscopia, animal,9
crioscopia, anticorpo,1
crioscopia, babesiose,1
crioscopia, bezerreiro,1
crioscopia, bezerro,9
crioscopia, bom,5
crioscopia, bovino,1
crioscopia, calor,1
crioscopia, concentrar,1
crioscopia, corporal,2
crioscopia, crioscópico,1
crioscopia, cruzamento,2
crioscopia, doença,1
crioscopia, elevar,1
crioscopia, embrião,2
crioscopia, escassez,1
crioscopia, fase,1
crioscopia, fisiológico,1
crioscopia, funcionar,1
crioscopia, fêmea,1
crioscopia, fêmeo,1
crioscopia, físico,1
crioscopia, gaiola,1
crioscopia, genético,1
crioscopia, gestação,1
crioscopia, gordar,1
crioscopia, gordo,1
crioscopia, grande,2
crioscopia, granulado,1
crioscopia, imunidade,2
crioscopia, infestar,1
crioscopia, irmão,1
crioscopia, lactação,3
crioscopia, leiteiro,1
crioscopia, lembrar,1
crioscopia, língua,1
crioscopia, magro,2
crioscopia, maneira,1
crioscopia, mau,1
crioscopia, medida,2
crioscopia, meio,1
crioscopia, mestiço,1
crioscopia, metabólico,1
crioscopia, mãe,1
crioscopia, médio,1
crioscopia, novilho,1
crioscopia, nutricional,1
crioscopia, núcleo,1
crioscopia, oferecer,1
crioscopia, ovulação,1
crioscopia, parasita,2
crioscopia, parasitário,1
crioscopia, parte,1
crioscopia, parto,3
crioscopia, pasto,2
crioscopia, pelar,1
crioscopia, pequeno,2
crioscopia, perder,2
crioscopia, piquete,1
crioscopia, presença,1
crioscopia, principal,2
crioscopia, pé,1
crioscopia, quente,1
crioscopia, raça,3
crioscopia, recurso,1
crioscopia, seca,1
crioscopia, secar,1
crioscopia, seco,1
crioscopia, sexo,3
crioscopia, sistema,2
crioscopia, temperatura,1
crioscopia, testar,1
crioscopia, tristeza,1
crioscopia, unidade,1
crioscopia, vaca,6
crioscopia, vacinador,1
crioscopia, variação,1
crioscopia, zebuína,1
crioscopia, água,1
crioscopia, úmido,1
térmica, acústico,1
térmica, adesivo,1
térmica, adiabático,1
térmica, alimento,1
térmica, alojamento,1
térmica, alto,2
térmica, animais,1
térmica, animal,6
térmica, ar,2
térmica, armazenamento,1
térmica, bom,4
térmica, bovino,1
térmica, cair,1
térmica, caixa,2
térmica, calor,2
térmica, capim,1
térmica, choque,1
térmica, circulação,1
térmica, cobertura,1
térmica, cobrir,1
térmica, cocho,1
térmica, concentração,1
térmica, confinar,1
térmica, congelador,1
térmica, cordoalha,1
térmica, corporal,2
térmica, cuidado,1
térmica, desconforto,1
térmica, doença,1
térmica, dor,1
térmica, dormência,1
térmica, eficiente,3
térmica, elevar,1
térmica, escarificaçãar,1
térmica, estressar,1
térmica, estresse,9
térmica, evaporativo,1
térmica, excreção,1
térmica, financeiro,1
térmica, fita,1
térmica, frasco,2
térmica, frio,1
térmica, físico,1
térmica, garantir,2
térmica, gelo,1
térmica, grande,3
térmica, homeotermia,1
térmica, insolação,1
térmica, instalação,4
térmica, inverno,1
térmica, isolante,1
térmica, isopor,1
térmica, laboratório,2
térmica, lacrado,1
térmica, lembrar,1
térmica, mau,1
térmica, medo,1
térmica, meio,1
térmica, mineral,1
térmica, máximo,1
térmica, método,2
térmica, natural,2
térmica, neblina,1
térmica, nebulização,1
térmica, nutricional,1
térmica, névoa,1
térmica, ordenha,1
térmica, orgânico,1
térmica, orientar,1
térmica, plástico,1
térmica, principal,1
térmica, pé,1
térmica, quente,2
térmica, rebanho,1
térmica, reciclável,2
térmica, recomendação,1
térmica, repouso,1
térmica, reter,1
térmica, sede,1
térmica, sementes,1
térmica, sistema,5
térmica, sulfúrico,1
térmica, tampa,2
térmica, taxa,1
térmica, temperatura,3
térmica, tostagem,1
térmica, tratamento,1
térmica, térmico,22
térmica, ventilação,1
térmica, vento,1
térmica, verão,1
térmica, ácido,1
térmica, água,1
térmica, árvore,1
lado, acasalamento,1
lado, baia,1
lado, bezerreiro,1
lado, cobertura,1
lado, ver,1
desfolha, animal,4
desfolha, bom,2
desfolha, entrar,1
desfolha, forrageira,1
desfolha, forragem,2
desfolha, grande,2
desfolha, pastagem,3
desfolha, pasto,1
desfolha, piquete,2
desfolha, taxa,1
espermatozoide, artificial,1
espermatozoide, baixo,1
espermatozoide, bom,1
espermatozoide, citômetro,1
espermatozoide, clínico,1
espermatozoide, dose,1
espermatozoide, embrião,1
espermatozoide, espermático,1
espermatozoide, fluxo,1
espermatozoide, fêmea,3
espermatozoide, gestação,1
espermatozoide, libido,1
espermatozoide, macho,3
espermatozoide, manipulação,1
espermatozoide, procedimento,1
espermatozoide, reprodutivo,1
espermatozoide, reprodutor,1
espermatozoide, sadio,1
espermatozoide, taxa,1
espermatozoide, técnico,1
espermatozoide, vitro,1
tamponante, acidose,1
tamponante, aditivo,1
tamponante, animais,1
tamponante, análise,1
tamponante, baixo,1
tamponante, balancear,1
tamponante, base,2
tamponante, bicarbonato,3
tamponante, concentrado,2
tamponante, concentrar,2
tamponante, detergente,1
tamponante, dieta,4
tamponante, doença,1
tamponante, excesso,1
tamponante, fibra,1
tamponante, geladeira,1
tamponante, gordura,1
tamponante, ingrediente,1
tamponante, laboratório,1
tamponante, líquido,1
tamponante, magnésio,2
tamponante, mineral,2
tamponante, proteína,1
tamponante, ração,1
tamponante, rebanho,1
tamponante, refrigerar,1
tamponante, ruminal,3
tamponante, seco,1
tamponante, vaca,3
tamponante, volumoso,2
tamponante, óxido,2
bactericida, agente,1
bactericida, albumina,1
bactericida, corrente,1
bactericida, diarreia,1
bactericida, efeito,1
bactericida, globulina,1
bactericida, ovo,2
bactericida, sanguíneo,1
sexo, bivitelino,1
sexo, cobertura,1
sexo, concentração,1
sexo, embrião,2
sexo, estéril,1
sexo, fetal,1
sexo, feto,1
sexo, filho,1
sexo, fêmeo,1
sexo, gestação,2
sexo, gêmeo,3
sexo, herdar,1
sexo, identificar,1
sexo, macho,1
sexo, monta,1
sexo, médio,1
sexo, ovulação,1
sexo, ovócito,1
sexo, pequeno,2
sexo, raça,1
sexo, sexar,1
sexo, solto,1
sexo, suficiente,1
sexo, taxa,1
sexo, ultrassonografia,1
sexo, vaca,3
sexo, variação,1
dolomítico, bovino,1
dolomítico, calcário,1
dolomítico, magnesiano,1
dolomítico, mineral,1
espessura, animal,1
espessura, casco,1
espessura, célula,1
espessura, dilatação,1
espessura, escorregar,1
espessura, gel,1
espessura, junta,1
espessura, semiáspero,1
espessura, somático,1
lixo, animal,1
lixo, biossólido,1
lixo, carbono,1
lixo, esterco,1
lixo, material,1
lixo, nitrogênio,1
lixo, orgânico,2
lixo, palhoso,1
lixo, resíduo,1
lixo, vegetal,1
fisiológico, afetar,1
fisiológico, animal,1
