index,resposta
45,"Na realidade, é a população microbiana (bactérias, principalmente) presente no rúmen da vaca que tem a habilidade de usar o nitrogênio de fonte não proteica para a formação de aminoácidos, garantindo o crescimento e a multiplicação microbiana. Salienta-se que o aproveitamento do nitrogênio não proteico no rúmen é otimizado quando há energia disponível em quantidade suficiente para o crescimento da população microbiana. Aquantidade de ureia na dieta deverá respeitar os limites recomendados, como no caso da cana, em que se recomenda a adição de 1% de ureia, e nos concentrados, de 2%. As proteínas de origem microbiana que chegam ao abomaso são digeridas e posteriormente absorvidas no intestino delgado, como aminoácidos."
46,"O uso diário de ureia não prejudica a reprodução, se obedecidos os limites máximos recomendados. Mas o excesso de 44 ureia, ou até mesmo de proteína na dieta, pode interferir, em certas situações, na reprodução das vacas."
47,"Sim. Oexcesso de energia na dieta das vacas pode ser acumulado na forma de gorduras. Vacas obesas (escore acima de 4, em uma escala de 1, para vacas muito magras, até 5, vacas muito gordas) têm maior propensão para problemas reprodutivos e estão mais sujeitas a apresentar distúrbios metabólicos, como a acetonemia (cetose, doença causada pelo acúmulo de corpos cetônicos no sangue) e o deslocamento de abomaso. A acetonemia provoca redução no consumo de alimento, especialmente na fase inicial da lactação (primeiros 100dias), com consequências diretas sobre a produção de leite. Por isso, a vaca não deve parir gorda."
48,"A alimentação é fator extremamente importante para a obtenção de bons índices reprodutivos no rebanho. Rebanhos leiteiros que não dispõem de um bom sistema de alimentação apresentam idade tardia à primeira parição e longos intervalos de partos. Para se obter uma boa reprodução, recomenda-se que as vacas estejam com escore corporal de 3,5 ao parto e que tenham dieta bem balanceada em energia, proteína, fibra, minerais e vitaminas. 45 Usualmente, nos primeiros 100dias de lactação, recomendase utilizar 60% de concentrado e 40% de volumoso, na base de matéria seca. Nos primeiros 100dias de lactação, a dieta determina o desempenho reprodutivo. E esse tipo de dieta permite maximizar o consumo de alimento nessa fase."
49,"Com relação ao metabolismo da vaca, a energia é indispensável para o funcionamento normal dos órgãos, em especial do cérebro e da hipófise, responsáveis pela produção de hormônios necessários para estimular o ovário. Por sua vez, esses hormônios são sintetizados a partir de aminoácidos e de ácidos graxos, e a produção desses compostos é também sempre dependente de energia. Por essas razões, deve-se estar sempre atento à fase inicial da lactação, quando, por diversas razões, normalmente, ocorre deficiência de consumo de energia pelas vacas. Isso pode significar prejuízos econômicos ao produtor de leite, já que em função disso ocorre atraso do retorno ao cio após o parto e, consequentemente, aumento no período de serviço e no intervalo de partos."
50,"As vacas recém-paridas mobilizam reservas corporais como estratégia fisiológica para garantir a produção de leite. No início da lactação é comum as vacas estarem em balanço energético negativo (perdendo peso ou escore corporal) e, se isso estiver acontecendo, a produção de leite é maior do que a esperada pela quantidade de energia e proteína fornecida pela dieta. Em outras fases da lactação, as vacas poderão também utilizar a energia a partir da gordura acumulada no organismo, se, na 46 dieta, a quantidade da fonte energética for limitante para a produção de leite. Entretanto, esse processo tem um custo para a vaca e, consequentemente, para o produtor, pois nas outras fases da lactação ou no período seco (60dias antes do parto), essas reservas deverão ser repostas com dietas mais ricas em energia para recuperar a gordura corporal mobilizada nas fases de déficit energético. Por isso, as vacas podem perder uma unidade de escore corporal (3,5 para 2,5, em uma escala de 1 a 5). Essa perda equivale a 50kg a 70kg de peso na forma de gordura. Portanto, recomenda-se que a vaca tenha um escore de 3,5 no parto. Isso possibilitará que a vaca possa perder peso na fase inicial da lactação, sem afetar negativamente a atividade ovariana da vaca (reprodução). É bom salientar que a vaca com escore menor que 3,5 não expressa o potencial que tem para produzir leite, pois certamente ela emagrecerá, prejudicando, também, a reprodução, pelo atraso para entrar em cio e mesmo em apresentar anestro (não mostrar cio), até recuperar o escore corporal por meio de maior consumo de alimento. Especialmente no terço final da lactação, há indicações de que a mobilização de reservas corporais pode contribuir com até 30% da produção de leite."
51,"Não. Asubnutrição da vaca no período seco (em que não está produzindo leite) pode resultar em problemas para o desenvolvimento normal do feto (se ela estiver prenhe), em problemas no parto e em menor produção de leite na lactação seguinte. Também pode ocorrer atraso no aparecimento do cio pós-parto, dependendo da extensão da subnutrição. Devem-se separar as vacas secas daquelas em lactação, fornecendo-lhes uma alimentação adequada (12% a 14% de PB e 65% de NDT), ou pastagem bem manejada na época das chuvas. 47"
52,"No período pré-parto – os 2 últimos meses de gestação – não existe uma regra fixa de alimentação a ser seguida. Oprograma de alimentação depende da condição corporal das vacas no início desse período. Oobjetivo principal é atingir condição corporal, ou escore corporal de 3,5 ao parto. Se estiverem muito magras, essa é a última chance de se recuperá-las com suplementação alimentar. Nas últimas 3 semanas, recomenda-se utilizar 1% de concentrado em relação ao peso vivo da vaca e fornecer o mesmo concentrado das vacas na fase 1 da lactação (até os 100dias)."
53,"Recomenda-se que, pelo menos 21dias antes do parto, as vacas comecem a receber o mesmo concentrado que as vacas em lactação (do lote da fase inicial, primeiros 100dias de lactação), sendo fornecido na quantidade equivalente a 1,0% do peso vivo, o que irá minimizar os problemas de distúrbios metabólicos pósparto, muito frequentes em vacas de média e alta produção. O fornecimento de concentrado pode começar mais cedo, de acordo com as condições corporais das vacas, no início do período pré-parto, em quantidade que depende do ganho de peso desejado. Deve-se também evitar o fornecimento de cálcio em excesso, a fim de reduzir as possibilidades de ocorrência de febre do leite, após o parto."
54,"Sim. Oideal seria melhorar a alimentação da vaca ainda em lactação (na fase de 201 a 300dias de lactação). Avaca em lactação é mais eficiente do que a vaca seca na utilização de 48 energia para depósito de reservas corporais (ganho de peso). Além disso, na fase final de lactação, o organismo dá prioridade para a recomposição de reservas corporais, ganho de peso e crescimento do feto e da placenta, em lugar da produção de leite. Portanto, para evitar gasto energético e nutricional para a produção de leite, recomenda-se secar a vaca magra. Oindicado para vacas magras seria formar um grupo que possibilite o tratamento específico para recuperar o peso ideal para o novo ciclo."
55,"É possível aumentar o número de bezerros durante a vida útil da vaca reduzindo o intervalo de partos. Em muitos rebanhos, o intervalo de partos é muito longo, 15 a 18meses. Oideal é obter intervalos de partos de 12meses, o que representa uma cria por vaca/ano. Para alcançar esse objetivo, é imprescindível estabelecer um bom plano de alimentação para as vacas, antes e depois do parto, uma vez que a alimentação tem influência direta sobre a reprodução. Devem-se adotar medidas de manejo, como secar a vaca 60dias antes do parto. Além disso, as vacas de primeira lactação são as que apresentam o intervalo, do parto ao primeiro cio, mais longo, o que é determinado pelo erro no manejo nutricional. Essas vacas devem atingir 80% do peso adulto na data do primeiro parto. Opeso ao parto é a variável mais importante para uma produção de leite normal e para um bom desempenho reprodutivo, sendo considerado mais importante do que a idade ou o peso no momento da cobertura/inseminação. Recomenda-se que as vacas de primeira lactação sejam tratadas em lote separado e que, no cálculo da dieta, sejam aumentadas em 20% as necessidades de mantença, pois esse animal ainda está 49 crescendo e precisa ganhar peso na primeira lactação, para que no segundo parto tenha peso maior que no primeiro."
56,"Exceto por razões de doença, é normal que as vacas percam peso durante as primeiras semanas de lactação, principalmente as de alta produção. Essa perda de peso é consequência da alta demanda por nutrientes para a produção de leite no momento em que o consumo voluntário de matéria seca da vaca ainda é baixo. No início da lactação (1 a 100dias – fase 1), a quantidade de concentrado é maior justamente para aumentar a densidade energética da dieta. Há que se evitar perdas anormais e prolongadas de peso, o que pode ser conseguido melhorando-se a concentração e balanceamento dos nutrientes (principalmente energia), na dieta, e estimulando-se o consumo. Se o produtor estiver fornecendo dieta completa (concentrado + volumoso), deve-se balancear a dieta com relação à energia, proteína, minerais e tamponantes (bicarbonato de sódio, 60%, + óxido de magnésio, 40%), na base de 1% de matéria seca (MS) da dieta ou 1,5% a 2% no concentrado. Isso permitirá o fornecimento de 150 a 200 g/dia de tamponante por vaca, para evitar a acidose ruminal, doença causada pelo baixo valor de pH no líquido ruminal, o que usualmente ocorre por excesso de concentrado e pouco volumoso ou pouca fibra em detergente neutro (FDN) na dieta das vacas. 50"
57,"Para maximizar o consumo de alimentos, é importante:  Oferecer dieta balanceada, em termos de energia, proteína, fibra, vitaminas e minerais.  Utilizar alimentos de boa aceitabilidade, silagens e fenos bem conservados, concentrados armazenados em condições adequadas.  Não fornecer mais do que 3kg a 4kg de concentrado de uma só vez.  Fornecer, sempre que possível, dieta completa (volumosos e concentrados misturados).  Garantir acesso irrestrito à água de boa qualidade. Para animais manejados em pastagens, deve-se garantir atendimento às necessidades de bem-estar dos mesmos, disponibilizando água e sombra na pastagem. Deve-se atentar ao manejo das pastagens, para que haja oferta de forragem em quantidade e qualidade nutricional adequadas. Caso haja necessidade, deve-se fornecer suplementação concentrada, que, normalmente, promove incremento no consumo total."
